"TrackId";"Name";"UnitsSold";"Milliseconds";"Lenght_Seconds";"Genre"
677;Proud Mary;1;189022;189;Rock
678;Bad Moon Rising;1;140146;140;Rock
679;Lodi;1;191451;191;Rock
680;Green River;1;154279;154;Rock
682;Down On The Corner;1;164858;164;Rock
683;Fortunate Son;1;140329;140;Rock
685;Who'll Stop The Rain;1;149394;149;Rock
686;Up Around The Bend;1;162429;162;Rock
687;Run Through The Jungle;1;186044;186;Rock
689;Long As I Can See The Light;1;213237;213;Rock
692;Hey Tonight;1;162847;162;Rock
694;Someday Never Comes;1;239360;239;Rock
695;Walking On The Water;1;281286;281;Rock
696;Suzie-Q, Pt. 2;1;244114;244;Rock
697;Born On The Bayou;1;316630;316;Rock
699;Tombstone Shadow;1;218880;218;Rock
700;Wrote A Song For Everyone;1;296385;296;Rock
701;Night Time Is The Right Time;1;190119;190;Rock
702;Cotton Fields;1;178181;178;Rock
706;Before You Accuse Me;1;207804;207;Rock
708;Pagan Baby;1;385619;385;Rock
709;(Wish I Could) Hideaway;1;228466;228;Rock
710;It's Just A Thought;1;237374;237;Rock
711;Molina;1;163239;163;Rock
712;Born To Move;1;342804;342;Rock
715;Gatas Extraordinárias;1;212506;212;Latin
717;Eu Sou Neguinha (Ao Vivo);1;251768;251;Latin
720;Coroné Antonio Bento;1;200437;200;Latin
721;Você Passa, Eu Acho Graça (Ao Vivo);1;206733;206;Latin
722;Meu Mundo Fica Completo (Com Você);1;247771;247;Latin
724;Música Urbana 2;1;194899;194;Latin
726;Palavras Ao Vento;1;212453;212;Latin
727;Não Sei O Que Eu Quero Da Vida;1;151849;151;Latin
732;Smells Like Teen Spirit (Ao Vivo);1;316865;316;Latin
733;E.C.T.;1;227500;227;Latin
734;Todo Amor Que Houver Nesta Vida;1;227160;227;Latin
735;Metrô. Linha 743;1;174654;174;Latin
738;Admirável Gado Novo;1;274390;274;Latin
739;Eleanor Rigby;1;189466;189;Latin
740;Socorro;1;258586;258;Latin
745;Comin' Home;1;235781;235;Rock
749;I Need Love;1;263836;263;Rock
750;Drifter;1;242834;242;Rock
751;Love Child;1;188160;188;Rock
753;You Keep On Moving;1;319111;319;Rock
756;Child In Time;1;620460;620;Rock
757;Flight Of The Rat;1;478302;478;Rock
758;Into The Fire;1;210259;210;Rock
763;Strange Kind Of Woman;1;247092;247;Rock
767;No One Came;1;385880;385;Rock
768;Knocking At Your Back Door;1;424829;424;Rock
771;Nobody's Home;1;243017;243;Rock
772;Black Night;1;368770;368;Rock
774;The Unwritten Law;1;295053;295;Rock
776;Hush;1;213054;213;Rock
781;Pictures Of Home;1;303777;303;Rock
785;Space Truckin';1;272796;272;Rock
786;Vavoom : Ted The Mechanic;1;257384;257;Rock
789;Sometimes I Feel Like Screaming;1;451840;451;Rock
790;Cascades : I'm Not Your Lover;1;283689;283;Rock
794;A Touch Away;1;276323;276;Rock
795;Hey Cisco;1;354089;354;Rock
798;King Of Dreams;1;328385;328;Rock
799;The Cut Runs Deep;1;342752;342;Rock
803;Love Conquers All;1;227186;227;Rock
804;Fortuneteller;1;349335;349;Rock
807;Stormbringer;1;246413;246;Rock
808;Love Don't Mean a Thing;1;263862;263;Rock
812;You Can't Do it Right (With the One You Love);1;203755;203;Rock
813;High Ball Shooter;1;267833;267;Rock
816;The Battle Rages On;1;356963;356;Rock
817;Lick It Up;1;240274;240;Rock
821;Ramshackle Man;1;334445;334;Rock
822;A Twist In The Tail;1;257462;257;Rock
825;One Man's Meat;1;278804;278;Rock
826;Pour Some Sugar On Me;1;292519;292;Rock
830;Two Steps Behind [Acoustic Version];1;259787;259;Rock
831;Animal;1;244741;244;Rock
834;When Love & Hate Collide;1;257280;257;Rock
835;Action;1;220604;220;Rock
839;Rock Of Ages;1;248424;248;Rock
840;Hysteria;1;355056;355;Rock
843;Otay;1;423653;423;Jazz
844;Groovus Interruptus;1;319373;319;Jazz
848;Outbreak;1;659226;659;Jazz
849;Baltimore, DC;1;346932;346;Jazz
853;Cigano;1;304692;304;Latin
859;Se...;1;286432;286;Latin
861;Lilás;1;274181;274;Latin
862;Acelerou;1;284081;284;Latin
863;Um Amor Puro;1;327784;327;Latin
865;Nem Um Dia;1;337423;337;Latin
866;Oceano;1;217338;217;Latin
869;Flor De Lis;1;236355;236;Latin
875;Acelerou;1;284133;284;Latin
876;Um Amor Puro;1;327105;327;Latin
879;Atrás da Porta;1;166608;166;Latin
881;Casa no Campo;1;170788;170;Latin
882;Romaria;1;242834;242;Latin
883;Alô, Alô, Marciano;1;241397;241;Latin
884;Me Deixas Louca;1;214831;214;Latin
885;Fascinação;1;180793;180;Latin
886;Saudosa Maloca;1;278125;278;Latin
887;As Aparências Enganam;1;247379;247;Latin
888;Madalena;1;157387;157;Latin
889;Maria Rosa;1;232803;232;Latin
890;Aprendendo A Jogar;1;290664;290;Latin
891;Layla;1;430733;430;Blues
892;Badge;1;163552;163;Blues
895;Crossroads;1;253335;253;Blues
898;Bell Bottom Blues;1;304744;304;Blues
901;After Midnight;1;191320;191;Blues
902;Swing Low Sweet Chariot;1;208143;208;Blues
904;Knockin On Heavens Door;1;264411;264;Blues
905;Wonderful Tonight;1;221387;221;Blues
906;Let It Grow;1;297064;297;Blues
909;Signe;1;193515;193;Blues
910;Before You Accuse Me;1;224339;224;Blues
911;Hey Hey;1;196466;196;Blues
912;Tears In Heaven;1;274729;274;Blues
914;Nobody Knows You When You're Down & Out;1;231836;231;Blues
915;Layla;1;285387;285;Blues
917;Walkin' Blues;1;226429;226;Blues
918;Alberta;1;222406;222;Blues
919;San Francisco Bay Blues;1;203363;203;Blues
921;Old Love;1;472920;472;Blues
924;Stripsearch;1;270106;270;Alternative & Punk
926;Naked In Front Of The Computer;1;128757;128;Alternative & Punk
927;Helpless;1;326217;326;Alternative & Punk
928;Mouth To Mouth;1;228493;228;Alternative & Punk
929;Ashes To Ashes;1;217391;217;Alternative & Punk
931;Got That Feeling;1;140852;140;Alternative & Punk
932;Paths Of Glory;1;257253;257;Alternative & Punk
933;Home Sick Home;1;119040;119;Alternative & Punk
934;Pristina;1;232698;232;Alternative & Punk
938;RV;1;223242;223;Alternative & Punk
940;Everything's Ruined;1;273658;273;Alternative & Punk
941;Malpractice;1;241371;241;Alternative & Punk
942;Kindergarten;1;270680;270;Alternative & Punk
943;Be Aggressive;1;222432;222;Alternative & Punk
944;A Small Victory;1;297168;297;Alternative & Punk
947;Midnight Cowboy;1;251924;251;Alternative & Punk
949;Get Out;1;137482;137;Rock
952;The Gentle Art Of Making Enemies;1;209319;209;Rock
953;Star A.D.;1;203807;203;Rock
954;Cuckoo For Caca;1;222902;222;Rock
956;Ugly In The Morning;1;186435;186;Rock
958;Take This Bottle;1;298997;298;Rock
959;King For A Day;1;395859;395;Rock
964;From Out Of Nowhere;1;202527;202;Alternative & Punk
965;Epic;1;294008;294;Alternative & Punk
966;Falling To Pieces;1;316055;316;Alternative & Punk
967;Surprise! You're Dead!;1;147226;147;Alternative & Punk
970;Underwater Love;1;231993;231;Alternative & Punk
971;The Morning After;1;223764;223;Alternative & Punk
972;Woodpecker From Mars;1;340532;340;Alternative & Punk
977;Xote Dos Milagres;1;269557;269;Latin
981;Zeca Violeiro;1;143673;143;Latin
982;Avisa;1;355030;355;Latin
983;Principiando/Decolagem;1;116767;116;Latin
985;Medo De Escuro;1;213760;213;Latin
988;Desaforo;1;174524;174;Latin
989;In Your Honor;1;230191;230;Rock
990;No Way Back;1;196675;196;Rock
995;Free Me;1;278700;278;Rock
999;Still;1;313182;313;Rock
1000;What If I Do?;1;302994;302;Rock
1003;Friend Of A Friend;1;193280;193;Rock
1004;Over And Out;1;316264;316;Rock
1006;Virginia Moon;1;229198;229;Rock
1008;Razor;1;293276;293;Rock
1013;Disenchanted Lullaby;1;273528;273;Alternative & Punk
1017;Overdrive;1;270550;270;Alternative & Punk
1018;Burn Away;1;298396;298;Alternative & Punk
1021;Monkey Wrench;1;231523;231;Rock
1022;Hey, Johnny Park!;1;248528;248;Rock
1026;My Hero;1;260101;260;Rock
1027;See You;1;146782;146;Rock
1030;Everlong;1;250749;250;Rock
1031;Walking After You;1;303856;303;Rock
1035;New York, New York;1;206001;206;Easy Listening
1036;I Get A Kick Out Of You;1;194429;194;Easy Listening
1039;What Now My Love;1;149995;149;Easy Listening
1040;Summer Love;1;174994;174;Easy Listening
1044;My Kind Of Town;1;188499;188;Easy Listening
1045;Fly Me To The Moon;1;149263;149;Easy Listening
1048;It Was A Very Good Year;1;266605;266;Easy Listening
1049;Come Fly With Me;1;190458;190;Easy Listening
1053;Bad, Bad Leroy Brown;1;169900;169;Easy Listening
1054;Mack The Knife;1;292075;292;Easy Listening
1057;Entrando Na Sua (Intro);1;179252;179;Latin
1058;Nervosa;1;229537;229;Latin
1062;Zambação;1;301113;301;Latin
1063;Funk Hum;1;244453;244;Latin
1066;Dujji;1;324597;324;Latin
1067;Meu Guarda-Chuva;1;248528;248;Latin
1071;Divirta-Se (Saindo Da Sua);1;74919;74;Latin
1072;Forty Days Instrumental;1;292493;292;Latin
1075;Esperando Na Janela;1;261041;261;Soundtrack
1076;Juazeiro;1;222275;222;Soundtrack
1080;Assum Preto;1;199653;199;Soundtrack
1081;Pau-De-Arara;1;191660;191;Soundtrack
1085;Lamento Sertanejo;1;260963;260;Soundtrack
1091;Refavela (Live);1;236695;236;Latin
1093;Quanta (Live);1;357485;357;Latin
1094;Estrela (Live);1;285309;285;Latin
1095;Pela Internet (Live);1;263471;263;Latin
1097;Opachorô (Live);1;259526;259;Latin
1098;Copacabana (Live);1;289671;289;Latin
1101;De Ouro E Marfim (Live);1;234971;234;Latin
1107;Refazenda;1;218305;218;Latin
1108;Realce;1;264489;264;Latin
1111;A Paz;1;293093;293;Latin
1113;Sampa;1;225697;225;Latin
1114;Parabolicamará;1;284943;284;Latin
1115;Tempo Rei;1;302733;302;Latin
1116;Expresso 2222;1;284760;284;Latin
1117;Aquele Abraço;1;263993;263;Latin
1118;Palco;1;270550;270;Latin
1119;Toda Menina Baiana;1;278177;278;Latin
1120;Sítio Do Pica-Pau Amarelo;1;218070;218;Latin
1121;Straight Out Of Line;1;259213;259;Metal
1122;Faceless;1;216006;216;Metal
1123;Changes;1;260022;260;Metal
1124;Make Me Believe;1;248607;248;Metal
1127;I Fucking Hate You;1;247170;247;Metal
1130;I Am;1;239516;239;Metal
1133;American Idiot;1;174419;174;Alternative & Punk
1134;Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;1;548336;548;Alternative & Punk
1136;Boulevard Of Broken Dreams;1;260858;260;Alternative & Punk
1137;Are We The Waiting;1;163004;163;Alternative & Punk
1138;St. Jimmy;1;175307;175;Alternative & Punk
1141;Extraordinary Girl;1;214021;214;Alternative & Punk
1142;Letterbomb;1;246151;246;Alternative & Punk
1143;Wake Me Up When September Ends;1;285753;285;Alternative & Punk
1144;Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;1;558602;558;Alternative & Punk
1146;Welcome to the Jungle;1;273552;273;Rock
1147;It's So Easy;1;202824;202;Rock
1149;Out Ta Get Me;1;263893;263;Rock
1150;Mr. Brownstone;1;228924;228;Rock
1151;Paradise City;1;406347;406;Rock
1153;Think About You;1;231640;231;Rock
1156;Anything Goes;1;206400;206;Rock
1158;Right Next Door to Hell;1;182321;182;Rock
1159;Dust N' Bones;1;298374;298;Rock
1160;Live and Let Die;1;184016;184;Rock
1161;Don't Cry (Original);1;284744;284;Rock
1163;You Ain't the First;1;156268;156;Rock
1164;Bad Obsession;1;328282;328;Rock
1165;Back off Bitch;1;303436;303;Rock
1166;Double Talkin' Jive;1;203637;203;Rock
1170;Don't Damn Me;1;318901;318;Rock
1172;Dead Horse;1;257600;257;Rock
1173;Coma;1;616511;616;Rock
1174;Civil War;1;461165;461;Metal
1175;"14 Years";1;261355;261;Metal
1176;Yesterdays;1;196205;196;Metal
1179;Shotgun Blues;1;203206;203;Metal
1181;Pretty Tied Up;1;287477;287;Metal
1184;Estranged;1;563800;563;Metal
1185;You Could Be Mine;1;343875;343;Metal
1186;Don't Cry;1;284238;284;Metal
1188;Colibri;1;361012;361;Jazz
1190;Magnetic Ocean;1;321123;321;Jazz
1191;Deep Waters;1;396460;396;Jazz
1196;Millenium;1;379167;379;Jazz
1197;Thinking 'Bout Tomorrow;1;355395;355;Jazz
1198;Jacob's Ladder;1;367647;367;Jazz
1199;She Wears Black;1;528666;528;Jazz
1202;These Colours Don't Run;1;412152;412;Rock
1203;Brighter Than a Thousand Suns;1;526255;526;Rock
1204;The Pilgrim;1;307593;307;Rock
1209;Lord of Light;1;444614;444;Rock
1213;The Trooper;1;235311;235;Metal
1214;Prowler;1;255634;255;Metal
1215;Transylvania;1;265874;265;Metal
1217;Where Eagles Dare;1;289358;289;Metal
1220;Run To The Hilss;1;237557;237;Metal
1221;"2 Minutes To Midnight";1;337423;337;Metal
1222;Iron Maiden;1;324623;324;Metal
1227;Wasting Love;1;347846;347;Metal
1231;Bring Your Daughter... To The Slaughter;1;317727;317;Metal
1232;Heaven Can Wait;1;448574;448;Metal
1235;The Wicker Man;1;275539;275;Rock
1236;Ghost Of The Navigator;1;410070;410;Rock
1238;Blood Brothers;1;434442;434;Rock
1240;Dream Of Mirrors;1;561162;561;Rock
1245;Wildest Dreams;1;232777;232;Heavy Metal
1249;Dance Of Death;1;516649;516;Heavy Metal
1250;Gates Of Tomorrow;1;312032;312;Heavy Metal
1253;Face In The Sand;1;391105;391;Heavy Metal
1254;Age Of Innocence;1;370468;370;Heavy Metal
1258;Afraid To Shoot Strangers;1;416496;416;Rock
1259;Fear Is The Key;1;335307;335;Rock
1262;The Fugitive;1;294112;294;Rock
1263;Chains Of Misery;1;217443;217;Rock
1267;Fear Of The Dark;1;436976;436;Rock
1268;"01 - Prowler";1;236173;236;Blues
1271;"04 - Running Free";1;197276;197;Blues
1272;"05 - Phantom of the Opera";1;428016;428;Blues
1276;"09 - Iron Maiden";1;216058;216;Blues
1277;The Ides Of March;1;105926;105;Heavy Metal
1280;Another Life;1;203049;203;Heavy Metal
1281;Genghis Khan;1;187141;187;Heavy Metal
1285;Purgatory;1;200150;200;Heavy Metal
1286;Drifter;1;288757;288;Heavy Metal
1289;"2 Minutes To Midnight";1;366550;366;Metal
1290;The Trooper;1;268878;268;Metal
1294;Powerslave;1;454974;454;Metal
1295;The Number Of The Beast;1;275121;275;Metal
1298;Run To The Hills;1;231627;231;Metal
1299;Running Free;1;204617;204;Metal
1303;Die With Your Boots On;1;314174;314;Heavy Metal
1304;Phantom Of The Opera;1;441155;441;Heavy Metal
1307;Wrathchild;1;174106;174;Rock
1308;From Here To Eternity;1;284447;284;Rock
1312;The Evil That Men Do;1;478145;478;Rock
1313;Afraid To Shoot Strangers;1;412525;412;Rock
1317;Heaven Can Wait;1;440555;440;Rock
1323;Sanctuary;1;318511;318;Rock
1325;Tailgunner;1;255582;255;Metal
1326;Holy Smoke;1;229459;229;Metal
1327;No Prayer For The Dying;1;263941;263;Metal
1329;Fates Warning;1;250853;250;Metal
1330;The Assassin;1;258768;258;Metal
1333;Bring Your Daughter... ...To The Slaughter;1;284238;284;Metal
1339;The Trooper;1;251454;251;Metal
1340;Still Life;1;294347;294;Metal
1343;To Tame A Land;1;445283;445;Metal
1345;"2 Minutes To Midnight";1;359810;359;Metal
1346;Losfer Words;1;252891;252;Metal
1347;Flash of The Blade;1;242729;242;Metal
1348;Duelists;1;366471;366;Metal
1349;Back in the Village;1;320548;320;Metal
1350;Powerslave;1;407823;407;Metal
1351;Rime of the Ancient Mariner;1;816509;816;Metal
1352;Intro;1;115931;115;Metal
1353;The Wicker Man;1;281782;281;Metal
1354;Ghost Of The Navigator;1;408607;408;Metal
1355;Brave New World;1;366785;366;Metal
1356;Wrathchild;1;185808;185;Metal
1359;Sign Of The Cross;1;649116;649;Metal
1362;Dream Of Mirrors;1;578324;578;Rock
1365;Fear Of The Dark;1;460695;460;Rock
1366;Iron Maiden;1;351869;351;Rock
1368;Hallowed Be Thy Name;1;443977;443;Rock
1369;Sanctuary;1;317335;317;Rock
1370;Run To The Hills;1;292179;292;Rock
1373;Can I Play With Madness;1;211043;211;Metal
1374;The Evil That Men Do;1;273998;273;Metal
1375;Seventh Son of a Seventh Son;1;593580;593;Metal
1376;The Prophecy;1;305475;305;Metal
1378;Only the Good Die Young;1;280894;280;Metal
1379;Caught Somewhere in Time;1;445779;445;Metal
1381;Sea of Madness;1;341995;341;Metal
1382;Heaven Can Wait;1;441417;441;Metal
1383;Stranger in a Strange Land;1;344502;344;Metal
1385;De Ja Vu;1;296176;296;Metal
1388;Children of the Damned;1;274364;274;Metal
1390;Hallowed Be Thy Name;1;428669;428;Metal
1391;Invaders;1;203180;203;Metal
1392;Run to the Hills;1;228884;228;Metal
1393;The Number Of The Beast;1;293407;293;Rock
1395;Sign Of The Cross;1;678008;678;Rock
1396;Lord Of The Flies;1;303699;303;Rock
1397;Man On The Edge;1;253413;253;Rock
1398;Fortunes Of War;1;443977;443;Rock
1402;Blood On The World's Hands;1;357799;357;Rock
1404;"2 A.M.";1;337658;337;Rock
1405;The Unbeliever;1;490422;490;Rock
1406;Futureal;1;175777;175;Rock
1407;The Angel And The Gambler;1;592744;592;Rock
1408;Lightning Strikes Twice;1;290377;290;Rock
1411;The Educated Fool;1;404767;404;Rock
1413;Como Estais Amigos;1;330292;330;Rock
1416;Night Train;1;212401;212;R&B/Soul
1417;Out Of Sight;1;143725;143;R&B/Soul
1418;Papa's Got A Brand New Bag Pt.1;1;127399;127;R&B/Soul
1420;It's A Man's Man's Man's World;1;168228;168;R&B/Soul
1422;Say It Loud, I'm Black And I'm Proud Pt.1;1;167392;167;R&B/Soul
1423;Get Up (I Feel Like Being A) Sex Machine;1;316551;316;R&B/Soul
1428;Get Up Offa That Thing;1;250723;250;R&B/Soul
1429;It's Too Funky In Here;1;239072;239;R&B/Soul
1430;Living In America;1;282880;282;R&B/Soul
1431;I'm Real;1;334236;334;R&B/Soul
1434;When You Gonna Learn (Digeridoo);1;230635;230;Rock
1435;Too Young To Die;1;365818;365;Rock
1436;Hooked Up;1;275879;275;Rock
1441;Blow Your Mind;1;512339;512;Rock
1445;Planet Home;1;284447;284;R&B/Soul
1446;Black Capricorn Day;1;341629;341;R&B/Soul
1447;Soul Education;1;255477;255;R&B/Soul
1449;Destitute Illusions;1;340218;340;R&B/Soul
1452;Were Do We Go From Here;1;313626;313;R&B/Soul
1453;King For A Day;1;221544;221;R&B/Soul
1454;Deeper Underground;1;281808;281;R&B/Soul
1459;Manifest Destiny;1;382197;382;Electronica/Dance
1463;Journey To Arnhemland;1;322455;322;Electronica/Dance
1464;Morning Glory;1;384130;384;Electronica/Dance
1467;Are You Gonna Be My Girl;1;213890;213;Alternative & Punk
1468;Rollover D.J.;1;196702;196;Alternative & Punk
1470;Get What You Need;1;247719;247;Alternative & Punk
1472;Radio Song;1;272117;272;Alternative & Punk
1477;Lazy Gun;1;282174;282;Alternative & Punk
1481;Red House;1;224130;224;Rock
1482;Can You See Me;1;153077;153;Rock
1485;May This Be Love;1;191216;191;Rock
1486;Fire;1;164989;164;Rock
1490;Hey Joe;1;210259;210;Rock
1491;Stone Free;1;216293;216;Rock
1494;The Wind Cries Mary;1;200463;200;Rock
1495;Highway Chile;1;212453;212;Rock
1499;Always With Me, Always With You;1;202035;202;Rock
1500;Satch Boogie;1;193560;193;Rock
1503;Lords of Karma;1;288227;288;Rock
1504;Midnight;1;102630;102;Rock
1508;Mama Africa;1;283062;283;Latin
1509;Salve Simpatia;1;343484;343;Latin
1512;Os Alquimistas Estão Chegando;1;367281;367;Latin
1513;Charles Anjo 45;1;389276;389;Latin
1517;Santa Clara Clareou;1;380081;380;Latin
1518;Filho Maravilha;1;227526;227;Latin
1521;As Dores do Mundo;1;255477;255;Latin
1522;Vou Pra Ai;1;300878;300;Latin
1526;Encontrar Alguém;1;224078;224;Latin
1527;Dance Enquanto é Tempo;1;229093;229;Latin
1530;Sem Sentido;1;250462;250;Latin
1531;Onibusfobia;1;315977;315;Latin
1535;No Futuro;1;182308;182;World
1536;Voce Inteira;1;241084;241;World
1539;Equinocio;1;269008;269;World
1540;Papelão;1;213263;213;World
1544;Cafezinho;1;180924;180;World
1545;Enquanto O Dia Não Vem;1;220891;220;World
1549;Hot Rockin';1;197328;197;Metal
1555;Freewheel Burning;1;265952;265;Metal
1557;Metal Meltdown;1;290664;290;Metal
1558;Ram It Down;1;292179;292;Metal
1559;Diamonds And Rust (Live);1;219350;219;Metal
1561;Tyrant (Live);1;282253;282;Metal
1562;Comin' Home;1;172068;172;Rock
1565;Do You Love Me;1;193619;193;Rock
1571;I Still Love You;1;369815;369;Rock
1572;Every Time I Look At You;1;283898;283;Rock
1575;Nothin' To Lose;1;222354;222;Rock
1577;Immigrant Song;1;201247;201;Rock
1578;Heartbreaker;1;316081;316;Rock
1579;Since I've Been Loving You;1;416365;416;Rock
1580;Black Dog;1;317622;317;Rock
1581;Dazed And Confused;1;1116734;1116;Rock
1582;Stairway To Heaven;1;529658;529;Rock
1583;Going To California;1;234605;234;Rock
1584;That's The Way;1;343431;343;Rock
1585;Whole Lotta Love (Medley);1;825103;825;Rock
1586;Thank You;1;398262;398;Rock
1587;We're Gonna Groove;1;157570;157;Rock
1588;Poor Tom;1;182491;182;Rock
1591;Ozone Baby;1;215954;215;Rock
1594;Wearing And Tearing;1;330004;330;Rock
1597;Over The Hills And Far Away;1;290089;290;Rock
1598;The Crunge;1;197407;197;Rock
1600;D'Yer Mak'er;1;262948;262;Rock
1601;No Quarter;1;420493;420;Rock
1602;The Ocean;1;271098;271;Rock
1605;Fool In The Rain;1;372950;372;Rock
1606;Hot Dog;1;197198;197;Rock
1607;Carouselambra;1;634435;634;Rock
1608;All My Love;1;356284;356;Rock
1610;Black Dog;1;296672;296;Rock
1611;Rock & Roll;1;220917;220;Rock
1613;Stairway To Heaven;1;481619;481;Rock
1614;Misty Mountain Hop;1;278857;278;Rock
1615;Four Sticks;1;284447;284;Rock
1617;When The Levee Breaks;1;427702;427;Rock
1620;You Shook Me;1;388179;388;Rock
1622;Your Time Is Gonna Come;1;274860;274;Rock
1623;Black Mountain Side;1;132702;132;Rock
1624;Communication Breakdown;1;150230;150;Rock
1625;I Can't Quit You Baby;1;282671;282;Rock
1627;Whole Lotta Love;1;334471;334;Rock
1628;What Is And What Should Never Be;1;287973;287;Rock
1629;The Lemon Song;1;379141;379;Rock
1630;Thank You;1;287791;287;Rock
1634;Moby Dick;1;260728;260;Rock
1636;Immigrant Song;1;144875;144;Rock
1637;Friends;1;233560;233;Rock
1638;Celebration Day;1;209528;209;Rock
1639;Since I've Been Loving You;1;444055;444;Rock
1640;Out On The Tiles;1;246047;246;Rock
1643;That's The Way;1;337345;337;Rock
1645;Hats Off To (Roy) Harper;1;219376;219;Rock
1648;Down By The Seaside;1;316186;316;Rock
1649;Ten Years Gone;1;393116;393;Rock
1650;Night Flight;1;217547;217;Rock
1652;Boogie With Stu;1;233273;233;Rock
1654;Sick Again;1;283036;283;Rock
1655;Achilles Last Stand;1;625502;625;Rock
1660;Hots On For Nowhere;1;284107;284;Rock
1661;Tea For One;1;566752;566;Rock
1662;Rock & Roll;1;242442;242;Rock
1663;Celebration Day;1;230034;230;Rock
1666;Dazed And Confused;1;1612329;1612;Rock
1667;No Quarter;1;749897;749;Rock
1668;Stairway To Heaven;1;657293;657;Rock
1673;Música De Trabalho;1;260231;260;Latin
1677;Aloha;1;325955;325;Latin
1678;Soul Parsifal;1;295053;295;Latin
1679;Dezesseis;1;323918;323;Latin
1681;Leila;1;323056;323;Latin
1684;Quando Você Voltar;1;173897;173;Latin
1685;O Livro Dos Dias;1;257253;257;Latin
1686;Será;1;148401;148;Latin
1691;Indios;1;258168;258;Latin
1695;Pais E Filhos;1;308401;308;Latin
1696;Meninos E Meninas;1;203781;203;Latin
1699;Giz;1;202213;202;Latin
1700;Dezesseis;1;321724;321;Latin
1702;Are You Gonna Go My Way;1;211591;211;Rock
1704;Rock And Roll Is Dead;1;204199;204;Rock
1709;American Woman;1;261773;261;Rock
1713;I Belong To You;1;257123;257;Rock
1714;Believe;1;295131;295;Rock
1717;Assim Caminha A Humanidade;1;210755;210;Latin
1718;Honolulu;1;261433;261;Latin
1722;Casa;1;307591;307;Latin
1723;Condição;1;263549;263;Latin
1726;Satisfação;1;208065;208;Latin
1727;Brumário;1;216241;216;Latin
1731;A Cura;1;280920;280;Latin
1732;Aquilo;1;246073;246;Latin
1735;Ro-Que-Se-Da-Ne;1;146703;146;Latin
1736;Tudo Bem;1;196101;196;Latin
1740;Sereia;1;278047;278;Latin
1741;Assaltaram A Gramática;1;261041;261;Latin
1744;O Último Romântico (Ao Vivo);1;231993;231;Latin
1745;Pseudo Silk Kimono;1;134739;134;Rock
1749;Heart Of Lothian: Wide Boy / Curtain Call;1;366053;366;Rock
1750;Waterhole (Expresso Bongo);1;133093;133;Rock
1753;Childhoods End?;1;272796;272;Rock
1754;White Feather;1;143595;143;Rock
1758;Cérebro Eletrônico;1;172800;172;Latin
1759;Tempos Modernos;1;183066;183;Latin
1762;Panis Et Circenses;1;192339;192;Latin
1763;De Noite Na Cama;1;209005;209;Latin
1767;A Menina Dança;1;129410;129;Latin
1768;Dança Da Solidão;1;203520;203;Latin
1771;Segue O Seco;1;178207;178;Latin
1772;O Xote Das Meninas;1;291866;291;Latin
1776;You've Been A Long Time Coming;1;137221;137;R&B/Soul
1777;When I Had Your Love;1;152424;152;R&B/Soul
1781;Seek And You Shall Find;1;223451;223;R&B/Soul
1787;You Sure Love To Ball;1;218540;218;R&B/Soul
1789;Praise;1;235833;235;R&B/Soul
1790;Heavy Love Affair;1;227892;227;R&B/Soul
1791;Down Under;1;222171;222;Rock
1793;Be Good Johnny;1;216320;216;Rock
1794;Everything I Need;1;216476;216;Rock
1797;It's a Mistake;1;273371;273;Rock
1803;Holier Than Thou;1;227892;227;Metal
1804;The Unforgiven;1;387082;387;Metal
1807;Through The Never;1;244375;244;Metal
1809;Of Wolf And Man;1;256835;256;Metal
1810;The God That Failed;1;308610;308;Metal
1811;My Friend Of Misery;1;409547;409;Metal
1812;The Struggle Within;1;234240;234;Metal
1813;Helpless;1;398315;398;Metal
1814;The Small Hours;1;403435;403;Metal
1815;The Wait;1;295418;295;Metal
1816;Crash Course In Brain Surgery;1;190406;190;Metal
1817;Last Caress/Green Hell;1;209972;209;Metal
1818;Am I Evil?;1;470256;470;Metal
1819;Blitzkrieg;1;216685;216;Metal
1820;Breadfan;1;341551;341;Metal
1823;So What;1;189152;189;Metal
1826;Damage Case;1;220212;220;Metal
1829;Hit The Lights;1;257541;257;Metal
1830;The Four Horsemen;1;433188;433;Metal
1832;Jump In The Fire;1;281573;281;Metal
1833;(Anesthesia) Pulling Teeth;1;254955;254;Metal
1834;Whiplash;1;249208;249;Metal
1837;Seek & Destroy;1;415817;415;Metal
1838;Metal Militia;1;311327;311;Metal
1839;Ain't My Bitch;1;304457;304;Metal
1840;"2 X 4";1;328254;328;Metal
1842;Until It Sleeps;1;269740;269;Metal
1843;King Nothing;1;328097;328;Metal
1845;Bleeding Me;1;497998;497;Metal
1846;Cure;1;294347;294;Metal
1847;Poor Twisted Me;1;240065;240;Metal
1849;Mama Said;1;319764;319;Metal
1852;The Outlaw Torn;1;588721;588;Metal
1854;Master Of Puppets;1;515239;515;Metal
1855;The Thing That Should Not Be;1;396199;396;Metal
1856;Welcome Home (Sanitarium);1;387186;387;Metal
1857;Disposable Heroes;1;496718;496;Metal
1859;Orion;1;500062;500;Metal
1860;Damage Inc.;1;330919;330;Metal
1861;Fuel;1;269557;269;Metal
